year,month,BNFCode,BNFName,TotalItems,TotalCost
2013,2013-01-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,192,20482.38000000002
2013,2013-09-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,21,2154.8099999999995
2013,2013-08-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,333640,495709.8699999999
2013,2013-10-01,0208020V0AAAVAV,Warfarin Sod_Liq Spec 10mg/5ml          ,1,113.83
2011,2011-12-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,50,5221.040000000001
2018,2018-11-01,0208020X0BBABAB,Pradaxa_Cap 110mg,371,15565.483380000001
2015,2015-12-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,2,1044.69
2015,2015-09-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,128797,196672.01000000015
2012,2012-10-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,176,18687.759999999977
2013,2013-04-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1690,8585.440000000006
2018,2018-09-01,0208020V0BBABAB,Marevan_Tab 3mg,16,11.56005
2013,2013-01-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,110,6924.369999999994
2013,2013-09-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,14,882.6999999999998
2016,2016-05-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,22,1012.2
2015,2015-10-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,76,137208.99999999997
2014,2014-08-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,39,1637.05
2014,2014-10-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,15062,790798.4900000001
2016,2016-02-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,490,23791.830000000005
2015,2015-02-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,227,25284.529999999966
2016,2016-10-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg                       ,1,46.68
2018,2018-12-01,0208020Y0BBABAB,Xarelto_Tab 15mg,132,5324.681780000001
2018,2018-05-01,0208020AAAAAAAA,Edoxaban_Tab 15mg,73,2724.9644200000002
2016,2016-06-01,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,391,21043.41
2011,2011-07-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,638,67651.75000000003
2016,2016-10-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,281,31377.64
2011,2011-09-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,5,276.47
2012,2012-05-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1416,69178.15000000002
2014,2014-11-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,102,4438.390000000002
2017,2017-08-01,0208020V0BBABAB,Marevan_Tab 3mg,48,30.25611
2016,2016-04-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1516,7596.499999999998
2012,2012-04-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,695,434.0500000000001
2017,2017-02-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg,64525,122455.86566999997
2013,2013-03-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,14,902.37
2012,2012-11-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,200,170.24000000000004
2018,2018-03-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg,260257,234167.82814000017
2015,2015-09-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,499,27037.869999999988
2011,2011-06-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1279,6761.589999999999
2016,2016-10-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,299,15675.299999999994
2014,2014-09-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,27,1940.8899999999996
2011,2011-09-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,366,281.60000000000014
2012,2012-03-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1288,6371.9200000000055
2016,2016-06-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,51,43.16
2015,2015-05-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,400331,858534.0500000002
2017,2017-09-01,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),9,817.2388899999999
2014,2014-02-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,42,1850.0799999999997
2018,2018-05-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg,391,17834.607299999996
2019,2019-02-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,2,277.68216
2011,2011-08-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1211,5703.830000000002
2015,2015-02-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,13,1660.7300000000002
2013,2013-11-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,331007,471481.84000000026
2013,2013-09-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,20,830.6300000000001
2011,2011-03-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,620,475.9099999999998
2017,2017-09-01,0208020V0BBAFAS,Marevan_Tab 500mcg,4,0.93129
2014,2014-07-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,2,285.74
2018,2018-08-01,0208020AAAAACAC,Edoxaban_Tab 60mg,19147,926975.7880499966
2014,2014-05-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,22,1655.33
2013,2013-11-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,10,666.94
2013,2013-05-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,146,39746.24
2015,2015-04-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,29,10379.780000000002
2018,2018-08-01,0208020Y0BBABAB,Xarelto_Tab 15mg,138,5118.36784
2011,2011-01-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,750,558.6800000000003
2016,2016-11-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,42,1286.93
2018,2018-05-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg,256027,151121.72172000015
2016,2016-04-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,124925,162563.05000000008
2010,2010-12-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,1096,94088.20000000008
2013,2013-12-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,65,23649.199999999997
2017,2017-11-01,0208020Z0BBABAB,Eliquis_Tab 5mg,503,23644.262670000004
2015,2015-06-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,27,17.84
2017,2017-05-01,0208020N0AAABAB,Phenindione_Tab 25mg,41,75261.39444
2017,2017-01-01,0208020AAAAAAAA,Edoxaban_Tab 15mg,14,590.3240900000001
2014,2014-01-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,36,1803.4699999999996
2015,2015-11-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,328264,516010.1800000001
2012,2012-11-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,251,160.46999999999997
2013,2013-08-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,41,1711.06
2012,2012-02-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,16,865.8199999999999
2017,2017-11-01,0208020AAAAACAC,Edoxaban_Tab 60mg,7662,364037.3208099974
2018,2018-12-01,0208020X0BBABAB,Pradaxa_Cap 110mg,355,15436.497970000011
2012,2012-12-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,122,6861.210000000004
2011,2011-01-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,716,48472.88000000002
2011,2011-07-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,328550,611825.6100000006
2014,2014-09-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,282,15190.490000000003
2012,2012-12-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,387530,573310.5300000003
2016,2016-07-01,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,534,29322.01000000001
2010,2010-11-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,15,3283.8799999999997
2013,2013-06-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,189,123.95
2015,2015-02-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,14131,741600.5300000004
2016,2016-07-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,1,837.53
2013,2013-09-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg                    ,4863,205767.0499999998
2014,2014-08-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,21,1930.55
2011,2011-12-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,714,116552.58000000002
2011,2011-12-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,12.26
2011,2011-04-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,65,5209.83
2012,2012-07-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1662,8322.150000000005
2012,2012-09-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,1932,117581.91000000009
2013,2013-06-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,34,7750.889999999999
2017,2017-08-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,10,1209.93413
2018,2018-09-01,0208020Z0BBABAB,Eliquis_Tab 5mg,555,25279.90658
2015,2015-11-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,3117,162275.72
2011,2011-04-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,456,38600.140000000014
2012,2012-04-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,948,51527.680000000044
2014,2014-11-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,132,6864.569999999996
2018,2018-03-01,0208020V0BBAFAS,Marevan_Tab 500mcg,2,1.7769199999999998
2016,2016-10-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,14,8.24
2015,2015-05-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,73,51.29000000000001
2018,2018-12-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml,2,882.0847699999999
2012,2012-01-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,1168,844.95
2012,2012-10-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,2,261.76
2013,2013-09-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,348,219.28000000000006
2017,2017-12-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg,287,11382.222709999998
2015,2015-01-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,62,21680.289999999997
2014,2014-07-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,429954,767373.1400000005
2012,2012-06-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1686,85530.26000000002
2015,2015-07-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,24337,1120534.1900000004
2011,2011-12-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,205,22628.83999999998
2017,2017-07-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg,66553,2460407.760529991
2010,2010-11-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,52432,101283.78999999998
2011,2011-05-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,25,2517.53
2015,2015-10-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,286,33243.779999999984
2015,2015-04-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,2,484.26
2017,2017-07-01,0208020X0BBABAB,Pradaxa_Cap 110mg,415,16660.38414
2017,2017-11-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,5,1271.1513499999999
2017,2017-11-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg,1205,6399.6133
2015,2015-01-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,125,76.03999999999996
2016,2016-01-01,0208020AAAAAAAA,Edoxaban_Tab 15mg                       ,4,54.76
2014,2014-06-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,12,1846.4799999999998
2017,2017-08-01,0208020Y0BBABAB,Xarelto_Tab 15mg,137,4412.58963
2011,2011-01-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,885,4333.7999999999965
2018,2018-10-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg,1081,5390.303390000014
2015,2015-10-01,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,8,435.04
2013,2013-05-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1548,7348.680000000006
2015,2015-03-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,44,11790.910000000002
2018,2018-02-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg,9,94.3286
2017,2017-05-01,0208020AAAAACAC,Edoxaban_Tab 60mg,3417,168517.34197000068
2010,2010-12-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,1126,657.9300000000002
2012,2012-12-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,2674,128204.52999999997
2011,2011-10-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,57477,103487.74999999997
2013,2013-01-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,166,9447.039999999997
2010,2010-08-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,5,541.24
2011,2011-03-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,344,20008.010000000013
2018,2018-04-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg,290788,203608.29404000015
2012,2012-09-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,292021,411223.9900000003
2010,2010-08-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,2598,1568.8500000000004
2015,2015-07-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,2975,154802.92999999985
2011,2011-10-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,747,101295.11000000002
2012,2012-05-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,111,6117.400000000006
2015,2015-05-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,154,139.69000000000003
2018,2018-05-01,0208020V0BBACAD,Marevan_Tab 5mg,14,14.13185
2018,2018-11-01,0208020V0BBACAD,Marevan_Tab 5mg,6,6.61498
2018,2018-05-01,0208020Y0BBABAB,Xarelto_Tab 15mg,133,4892.153689999999
2013,2013-11-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,29,10143.270000000002
2013,2013-05-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,686,37326.83999999996
2017,2017-07-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg,487,21493.99115
2018,2018-09-01,0208020AAAAACAC,Edoxaban_Tab 60mg,19155,923947.6139999887
2013,2013-08-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,331,18679.39000000001
2015,2015-11-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,14,1208.69
2011,2011-09-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,289381,428988.6199999999
2017,2017-06-01,0208020Y0BBACAC,Xarelto_Tab 20mg,675,31246.230819999993
2013,2013-08-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1726,8781.180000000004
2018,2018-07-01,0208020AAAAABAB,Edoxaban_Tab 30mg,11956,480436.9730799972
2015,2015-02-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,244,13762.219999999998
2017,2017-04-01,0208020Y0BBAAAA,Xarelto_Tab 10mg,18,727.26642
2017,2017-12-01,0208020N0AAAAAA,Phenindione_Tab 10mg,31,58575.05958000001
2017,2017-04-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg,84574,3404818.987060001
2015,2015-07-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,102079,5414429.559999995
2012,2012-07-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,1,58.26
2018,2018-11-01,0208020N0AAAAAA,Phenindione_Tab 10mg,21,34665.56497
2014,2014-03-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,236,160.67999999999998
2012,2012-01-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1211,5922.739999999999
2018,2018-05-01,0208020N0AAACAC,Phenindione_Tab 50mg,1,96.23524
2012,2012-02-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,420,266.07000000000005
2018,2018-04-01,0208020AABBACAC,Lixiana_Tab 60mg,99,4704.84705
2012,2012-07-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,38,4487.23
2018,2018-02-01,0208020V0BBAFAS,Marevan_Tab 500mcg,4,1.82138
2018,2018-05-01,0208020AABBACAC,Lixiana_Tab 60mg,100,4662.9634
2015,2015-04-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1572,7878.5199999999995
2018,2018-06-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg,630,27387.49427999999
2013,2013-12-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,134137,184550.3699999999
2016,2016-11-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,346,17697.119999999995
2011,2011-12-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,372229,598114.9899999999
2011,2011-11-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,104,9026.74
2015,2015-04-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,343062,571116.97
2017,2017-12-01,0208020N0AAABAB,Phenindione_Tab 25mg,38,75132.9259
2011,2011-09-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,96,6425.460000000001
2017,2017-10-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml,3,3379.54263
2014,2014-07-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,216,140.07999999999998
2016,2016-08-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,633,29917.730000000003
2013,2013-09-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,76,28662.820000000007
2013,2013-08-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,12922,638032.5499999999
2016,2016-01-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,268,14714.159999999998
2016,2016-03-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,393147,683389.8700000002
2013,2013-03-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,93,4314.719999999999
2013,2013-11-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,12,612.19
2017,2017-03-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg,310989,360077.3163899998
2019,2019-02-01,0208020V0BBACAD,Marevan_Tab 5mg,1,1.64677
2015,2015-05-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,18163,836769.5700000003
2013,2013-10-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,387,21120.400000000016
2014,2014-02-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,371220,685380.3900000004
2019,2019-01-01,0208020Y0BBAAAA,Xarelto_Tab 10mg,27,1551.71353
2017,2017-08-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg,68810,2570706.5792200025
2015,2015-11-01,0208020AAAAAAAA,Edoxaban_Tab 15mg                       ,5,82.03
2015,2015-06-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,344136,573480.5299999999
2016,2016-08-01,0208020AABBABAB,Lixiana_Tab 30mg                        ,4,84.34
2012,2012-09-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1415,6812.180000000003
2011,2011-05-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1189,5905.420000000002
2012,2012-02-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,128,7707.27
2018,2018-05-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F,313,34578.31937000003
2014,2014-12-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,11542,525762.7000000001
2014,2014-03-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,89,29238.90999999999
2016,2016-05-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1408,7201.609999999996
2016,2016-02-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,108,99.35
2017,2017-01-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg,295223,341007.74508
2015,2015-03-01,0208020V0AAAVAV,Warfarin Sod_Liq Spec 10mg/5ml          ,1,151.0
2017,2017-02-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg,1213,6341.913590000006
2013,2013-12-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,11,2707.06
2017,2017-01-01,0208020AAAAACAC,Edoxaban_Tab 60mg,1735,89494.53970000002
2010,2010-12-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,119,9240.249999999996
2018,2018-04-01,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),34,2863.67595
2017,2017-09-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg,323590,425649.01465999964
2014,2014-04-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,32,9184.679999999997
2015,2015-07-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,166,7163.239999999998
2019,2019-01-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg,53780,88706.84302999933
2015,2015-05-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,389,20818.569999999996
2015,2015-06-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,91887,4843394.770000001
2018,2018-02-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg,368,16175.145170000003
2014,2014-08-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,86,4562.390000000001
2018,2018-06-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg,18260,939581.9790499951
2016,2016-06-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,18449,775328.2500000005
2016,2016-05-01,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,172,7079.240000000002
2014,2014-04-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,222,11541.200000000012
2014,2014-11-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg                    ,16246,679358.5699999998
2016,2016-10-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,115449,136836.1100000001
2017,2017-03-01,0208020AAAAABAB,Edoxaban_Tab 30mg,1801,76003.18806000009
2012,2012-01-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,621,80496.96000000002
2014,2014-05-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,6,1262.71
2018,2018-11-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml,2,1106.46758
2014,2014-11-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,31,1146.4299999999998
2014,2014-02-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,22,909.5600000000001
2010,2010-12-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,1103,827.9900000000002
2013,2013-10-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,301,195.57999999999998
2016,2016-03-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,47,34.86000000000001
2018,2018-05-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg,20680,890129.3157600015
2017,2017-08-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg,20000,845059.2649600031
2018,2018-10-01,0208020AAAAABAB,Edoxaban_Tab 30mg,15685,627835.5462900037
2019,2019-01-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg,5,70.62996000000001
2014,2014-12-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,289,32888.659999999996
2015,2015-02-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,168,140.23999999999995
2012,2012-09-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,3,564.0
2013,2013-07-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,244,173.15999999999994
2018,2018-09-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg,6218,303947.8770999992
2013,2013-01-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,452,22335.940000000006
2018,2018-10-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg,92704,81668.33150999999
2013,2013-05-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,70,14454.129999999994
2016,2016-08-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,39,80771.49999999999
2016,2016-02-01,0208020AAAAAAAA,Edoxaban_Tab 15mg                       ,6,218.34
2010,2010-08-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,2,154.41
2018,2018-01-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg,18169,924812.3535699943
2016,2016-06-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,77891,149491.92999999993
2011,2011-09-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,843,98399.72999999991
2010,2010-11-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,7,641.98
2016,2016-11-01,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,1301,67316.22999999992
2013,2013-04-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,135,29767.779999999995
2016,2016-09-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,126,4320.73
2012,2012-03-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,40,2298.6299999999997
2017,2017-06-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg,208359,9940798.400520029
2012,2012-05-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,67946,147025.36000000002
2018,2018-03-01,0208020AAAAABAB,Edoxaban_Tab 30mg,8339,328463.38901000057
2018,2018-11-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg,354,17942.348019999998
2015,2015-05-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,182,10267.86
2016,2016-05-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,549,25915.42
2015,2015-12-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,18655,1002664.3799999999
2018,2018-09-01,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),6,736.5514599999999
2012,2012-08-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,121122,165112.64999999997
2015,2015-08-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,413,21692.85999999999
2016,2016-09-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,76,71.17
2012,2012-07-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,1368,83547.77999999993
2012,2012-09-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,111,29989.179999999997
2013,2013-04-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,26,1241.53
2018,2018-01-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg,276,10332.983740000003
2012,2012-11-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,10,1841.31
2016,2016-01-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,124823,5774615.200000003
